problem,problem_type
Hà cầm 36 chiếc khăn phiêu. Trung cầm 52 chiếc khăn phiêu. Hà hiến 6 chiếc khăn phiêu cho Trung. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_out
Anh nắm 38 cây thước. Tôi nắm 4 cây thước. Anh nhận 86 cây thước từ Tôi. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Long có 67 cuốn sách hay. Hà có 54 cuốn sách hay. Hỏi Long và Hà có tổng cộng bao nhiêu cuốn sách hay?,combine
Quân nắm 60 quả lê. An nắm 39 quả lê. Quân giữ 33 quả lê từ An. Hỏi mỗi người có bao nhiêu quả lê?,change_in
Vũ giữ 17 cái bàn phím. Vũ sử dụng 10 cái bàn phím. Hỏi Vũ còn bao nhiêu cái bàn phím?,decrease
Quân giữ 32 quyển sách. Vũ giữ 75 quyển sách. Hỏi Quân và Vũ có cùng nhau bao nhiêu quyển sách?,combine
Bạn sở hữu 14 quyển truyện. Lan sở hữu 22 quyển truyện. Bạn tặng 5 quyển truyện cho Lan. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Lan cầm 41 chiếc khăn phiêu. Bố cầm 44 chiếc khăn phiêu. Lan giữ 43 chiếc khăn phiêu từ Bố. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Bạn giữ 45 viên bi. Bạn ném đi 45 viên bi. Hỏi Bạn còn bao nhiêu viên bi?,decrease
Bố nắm 8 chiếc khăn phiêu. Tuấn nắm 71 chiếc khăn phiêu. Bố lấy 17 chiếc khăn phiêu từ Tuấn. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Quân cầm 24 quả cam. Quân bán đi 8 quả cam. Hỏi Quân còn bao nhiêu quả cam?,decrease
Bạn nắm 53 quả mận. Tuấn nắm 24 quả mận. Bạn nhận 100 quả mận từ Tuấn. Hỏi mỗi người có bao nhiêu quả mận?,change_in
Anh cầm 48 quyển truyện. Chị cầm 53 quyển truyện. Hỏi Anh và Chị có tất cả bao nhiêu quyển truyện?,combine
Tôi cầm 2 cái bánh. Quân cầm 92 cái bánh. Hỏi Tôi và Quân có tất cả bao nhiêu cái bánh?,combine
Trung sở hữu 4 chiếc khăn phiêu. Trung tìm được 75 chiếc khăn phiêu nữa. Hỏi Trung có bao nhiêu chiếc khăn phiêu?,increase
Long cầm 96 quả bóng xanh. Long bán đi 17 quả bóng xanh. Hỏi Long còn bao nhiêu quả bóng xanh?,decrease
Thầy nắm 31 cây gậy. Phụng nắm 14 cây gậy. Thầy lấy 60 cây gậy từ Phụng. Hỏi mỗi người có bao nhiêu cây gậy?,change_in
An giữ 97 quả chuối. Xuân giữ 48 quả chuối. Hỏi An và Xuân có tổng cộng bao nhiêu quả chuối?,combine
Vy cầm 83 quyển sách. Vy gửi đi 74 quyển sách. Hỏi Vy còn bao nhiêu quyển sách?,decrease
Chị giữ 77 cái khẩu trang. Chị bán đi 15 cái khẩu trang. Hỏi Chị còn bao nhiêu cái khẩu trang?,decrease
Long cầm 33 chiếc khăn phiêu. Bố cầm 11 chiếc khăn phiêu. Long nhặt 95 chiếc khăn phiêu từ Bố. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Trung sở hữu 39 dây tai nghe. Bố sở hữu 58 dây tai nghe. Trung hiến 4 dây tai nghe cho Bố. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_out
Tôi cầm 79 cái bánh. Tôi sử dụng 19 cái bánh. Hỏi Tôi còn bao nhiêu cái bánh?,decrease
Lan nắm 75 quả lê. Chị nắm 26 quả lê. Lan hiến 9 quả lê cho Chị. Hỏi mỗi người có bao nhiêu quả lê?,change_out
Anh giữ 39 cái vòng. Anh ném đi 36 cái vòng. Hỏi Anh còn bao nhiêu cái vòng?,decrease
Anh nắm 80 viên bi. Long nắm 22 viên bi. Hỏi Anh và Long có tổng cộng bao nhiêu viên bi?,combine
Anh giữ 67 cái lắc tay. Bạn giữ 27 cái lắc tay. Anh hiến 23 cái lắc tay cho Bạn. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Vũ nắm 23 cây thước. Vũ có thêm 10 cây thước nữa. Hỏi Vũ có bao nhiêu cây thước?,increase
Tuấn nắm 49 quả cam. Anh nắm 34 quả cam. Tuấn phân phát 12 quả cam cho Anh. Hỏi mỗi người có bao nhiêu quả cam?,change_out
Thầy giữ 86 quả cam. Long giữ 32 quả cam. Thầy ném 10 quả cam cho Long. Hỏi mỗi người có bao nhiêu quả cam?,change_out
Phụng cầm 55 cây viết. Phụng tìm được 3 cây viết nữa. Hỏi Phụng có bao nhiêu cây viết?,increase
Trung có 95 cái xe đỏ. Tuấn có 48 cái xe đỏ. Trung hiến 28 cái xe đỏ cho Tuấn. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_out
Vy có 91 quả táo. Hiếu có 58 quả táo. Vy nhặt 92 quả táo từ Hiếu. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Bạn giữ 1 cái bàn phím. Tôi giữ 7 cái bàn phím. Bạn nhận 86 cái bàn phím từ Tôi. Hỏi mỗi người có bao nhiêu cái bàn phím?,change_in
Quân có 58 quả táo. Lan có 95 quả táo. Quân cầm 39 quả táo từ Lan. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Thầy nắm 37 quả mận. Thầy bỏ ra 27 quả mận. Hỏi Thầy còn bao nhiêu quả mận?,decrease
Bạn sở hữu 65 cái bánh. Vũ sở hữu 73 cái bánh. Bạn giữ 4 cái bánh từ Vũ. Hỏi mỗi người có bao nhiêu cái bánh?,change_in
An cầm 97 quả mận. Hà cầm 17 quả mận. An tặng 2 quả mận cho Hà. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Lan nắm 94 quả mận. An nắm 11 quả mận. Hỏi Lan và An có tổng cộng bao nhiêu quả mận?,combine
Lan cầm 27 hộp kẹo. Lan tìm thấy 89 hộp kẹo nữa. Hỏi Lan có bao nhiêu hộp kẹo?,increase
Bạn nắm 74 hộp kẹo. Tôi nắm 2 hộp kẹo. Hỏi Bạn và Tôi có cùng nhau bao nhiêu hộp kẹo?,combine
Trung cầm 6 cái xe đỏ. Trung bỏ đi 4 cái xe đỏ. Hỏi Trung còn bao nhiêu cái xe đỏ?,decrease
An sở hữu 34 quả bóng xanh. Hà sở hữu 98 quả bóng xanh. An đưa 3 quả bóng xanh cho Hà. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Lan cầm 55 quyển sách. Bạn cầm 19 quyển sách. Lan đưa 4 quyển sách cho Bạn. Hỏi mỗi người có bao nhiêu quyển sách?,change_out
Tuấn cầm 45 trái bóng. Tôi cầm 42 trái bóng. Tuấn cầm 80 trái bóng từ Tôi. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
Tuấn cầm 50 quả cam. Bố cầm 89 quả cam. Tuấn mua 43 quả cam từ Bố. Hỏi mỗi người có bao nhiêu quả cam?,change_in
Mẹ cầm 39 cái xe đỏ. Anh cầm 24 cái xe đỏ. Mẹ hiến 4 cái xe đỏ cho Anh. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_out
Xuân cầm 59 quả mận. Anh cầm 94 quả mận. Xuân tặng 45 quả mận cho Anh. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Chị có 87 cái bánh. Con có 63 cái bánh. Hỏi Chị và Con có tất cả bao nhiêu cái bánh?,combine
Bạn cầm 14 quả cam. An cầm 6 quả cam. Bạn đưa 4 quả cam cho An. Hỏi mỗi người có bao nhiêu quả cam?,change_out
Thầy nắm 90 cái vòng. Quân nắm 20 cái vòng. Thầy mua 25 cái vòng từ Quân. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Tôi cầm 25 quả lê. Nga cầm 23 quả lê. Tôi nhận 12 quả lê từ Nga. Hỏi mỗi người có bao nhiêu quả lê?,change_in
Nga cầm 66 cuốn sách hay. Nga ném đi 51 cuốn sách hay. Hỏi Nga còn bao nhiêu cuốn sách hay?,decrease
Xuân cầm 72 cái lắc tay. Long cầm 63 cái lắc tay. Xuân bán 60 cái lắc tay cho Long. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Vũ sở hữu 77 chiếc khăn phiêu. Quân sở hữu 64 chiếc khăn phiêu. Hỏi Vũ và Quân có cùng nhau bao nhiêu chiếc khăn phiêu?,combine
Con cầm 30 cái kẹo. Vũ cầm 98 cái kẹo. Con tặng 26 cái kẹo cho Vũ. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Tôi cầm 38 hộp bút vàng. Mẹ cầm 31 hộp bút vàng. Tôi nhận 86 hộp bút vàng từ Mẹ. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_in
Bố cầm 42 quả mận. Bố mua thêm 41 quả mận nữa. Hỏi Bố có bao nhiêu quả mận?,increase
An cầm 13 quyển truyện. Xuân cầm 68 quyển truyện. An mượn 94 quyển truyện từ Xuân. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Chị giữ 98 quyển sách. Long giữ 43 quyển sách. Hỏi Chị và Long có tất cả bao nhiêu quyển sách?,combine
Chị sở hữu 10 cái kẹo. Tôi sở hữu 58 cái kẹo. Chị nhận 51 cái kẹo từ Tôi. Hỏi mỗi người có bao nhiêu cái kẹo?,change_in
Long cầm 72 cái khẩu trang. Thầy cầm 19 cái khẩu trang. Hỏi Long và Thầy có cùng nhau bao nhiêu cái khẩu trang?,combine
Mẹ có 44 quả cam. Thầy có 33 quả cam. Hỏi Mẹ và Thầy có tất cả bao nhiêu quả cam?,combine
Vy cầm 19 cây gậy. Vy bị mất 14 cây gậy. Hỏi Vy còn bao nhiêu cây gậy?,decrease
Xuân cầm 28 cái vòng. Xuân sử dụng 25 cái vòng. Hỏi Xuân còn bao nhiêu cái vòng?,decrease
Quân giữ 72 quyển sách. Anh giữ 45 quyển sách. Hỏi Quân và Anh có tất cả bao nhiêu quyển sách?,combine
Bạn cầm 90 cái lắc tay. Bạn ném đi 38 cái lắc tay. Hỏi Bạn còn bao nhiêu cái lắc tay?,decrease
Thầy cầm 5 hộp kẹo. Xuân cầm 10 hộp kẹo. Hỏi Thầy và Xuân có tổng cộng bao nhiêu hộp kẹo?,combine
Vy có 33 trái bóng. Vy nhận thêm 55 trái bóng nữa. Hỏi Vy có bao nhiêu trái bóng?,increase
Bạn có 99 cái bàn phím. Bạn bán đi 33 cái bàn phím. Hỏi Bạn còn bao nhiêu cái bàn phím?,decrease
Mẹ cầm 2 quả cam. Mẹ sử dụng 1 quả cam. Hỏi Mẹ còn bao nhiêu quả cam?,decrease
Chị cầm 49 cái kẹo. Tuấn cầm 6 cái kẹo. Hỏi Chị và Tuấn có tổng cộng bao nhiêu cái kẹo?,combine
Chị có 11 cái lắc tay. Chị tìm được 49 cái lắc tay nữa. Hỏi Chị có bao nhiêu cái lắc tay?,increase
Phụng giữ 89 cái gối ôm. Phụng có thêm 38 cái gối ôm nữa. Hỏi Phụng có bao nhiêu cái gối ôm?,increase
Quân cầm 1 quyển truyện. Quân mang thêm 94 quyển truyện nữa. Hỏi Quân có bao nhiêu quyển truyện?,increase
Nga cầm 22 cái lắc tay. Nga nhận thêm 79 cái lắc tay nữa. Hỏi Nga có bao nhiêu cái lắc tay?,increase
Tuấn sở hữu 53 chiếc khăn phiêu. Vy sở hữu 16 chiếc khăn phiêu. Tuấn nhận 45 chiếc khăn phiêu từ Vy. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Mẹ nắm 56 cái vòng. Mẹ bỏ đi 20 cái vòng. Hỏi Mẹ còn bao nhiêu cái vòng?,decrease
Nga cầm 56 hộp kẹo. Bạn cầm 88 hộp kẹo. Nga nhận 23 hộp kẹo từ Bạn. Hỏi mỗi người có bao nhiêu hộp kẹo?,change_in
Trung giữ 40 quyển sách. An giữ 9 quyển sách. Hỏi Trung và An có tổng cộng bao nhiêu quyển sách?,combine
Phụng có 25 quả lê. Phụng nhận thêm 47 quả lê nữa. Hỏi Phụng có bao nhiêu quả lê?,increase
Bạn sở hữu 48 cây viết. Phụng sở hữu 86 cây viết. Hỏi Bạn và Phụng có cùng nhau bao nhiêu cây viết?,combine
Bạn nắm 86 cái gối ôm. Nga nắm 24 cái gối ôm. Bạn mượn 36 cái gối ôm từ Nga. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_in
Chị cầm 85 viên bi. Tuấn cầm 38 viên bi. Hỏi Chị và Tuấn có tất cả bao nhiêu viên bi?,combine
Mẹ sở hữu 19 cái kẹo. Lan sở hữu 14 cái kẹo. Hỏi Mẹ và Lan có tất cả bao nhiêu cái kẹo?,combine
Nga sở hữu 35 cái gối ôm. Nga bỏ đi 17 cái gối ôm. Hỏi Nga còn bao nhiêu cái gối ôm?,decrease
Nga cầm 76 quả mận. Bố cầm 89 quả mận. Nga lấy 5 quả mận từ Bố. Hỏi mỗi người có bao nhiêu quả mận?,change_in
An giữ 98 hộp bút vàng. An có thêm 32 hộp bút vàng nữa. Hỏi An có bao nhiêu hộp bút vàng?,increase
An giữ 42 quyển truyện. An bỏ ra 35 quyển truyện. Hỏi An còn bao nhiêu quyển truyện?,decrease
Trung cầm 22 cái bàn phím. Trung tìm thấy 1 cái bàn phím nữa. Hỏi Trung có bao nhiêu cái bàn phím?,increase
Bố cầm 92 cái kẹo. Bạn cầm 3 cái kẹo. Bố tặng 2 cái kẹo cho Bạn. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Trung có 12 quả bóng xanh. Nga có 30 quả bóng xanh. Trung tặng 2 quả bóng xanh cho Nga. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_out
Hà cầm 55 cái quần trắng. Hà bán đi 18 cái quần trắng. Hỏi Hà còn bao nhiêu cái quần trắng?,decrease
Phụng có 87 cái gối ôm. Vũ có 74 cái gối ôm. Hỏi Phụng và Vũ có tổng cộng bao nhiêu cái gối ôm?,combine
Quân có 90 trái bóng. Vy có 73 trái bóng. Quân cầm 36 trái bóng từ Vy. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
An cầm 40 quả táo. An có thêm 92 quả táo nữa. Hỏi An có bao nhiêu quả táo?,increase
Xuân sở hữu 65 hộp bút vàng. Chị sở hữu 81 hộp bút vàng. Xuân gửi 3 hộp bút vàng cho Chị. Hỏi mỗi người có bao nhiêu hộp bút vàng?,change_out
Long giữ 42 cái lắc tay. Hiếu giữ 91 cái lắc tay. Long ném 41 cái lắc tay cho Hiếu. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Tuấn có 99 dây tai nghe. Mẹ có 37 dây tai nghe. Tuấn mua 95 dây tai nghe từ Mẹ. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_in
Trung giữ 84 quả táo. Trung nhận thêm 100 quả táo nữa. Hỏi Trung có bao nhiêu quả táo?,increase
Chị cầm 58 trái bóng. Chị đặt xuống 26 trái bóng. Hỏi Chị còn bao nhiêu trái bóng?,decrease
Hiếu cầm 9 dây tai nghe. Hiếu mua thêm 16 dây tai nghe nữa. Hỏi Hiếu có bao nhiêu dây tai nghe?,increase
An giữ 4 quả bóng xanh. An bỏ đi 2 quả bóng xanh. Hỏi An còn bao nhiêu quả bóng xanh?,decrease
Quân sở hữu 96 cuốn sách hay. An sở hữu 54 cuốn sách hay. Quân phân phát 15 cuốn sách hay cho An. Hỏi mỗi người có bao nhiêu cuốn sách hay?,change_out
Anh sở hữu 10 quyển truyện. Trung sở hữu 97 quyển truyện. Anh mua 100 quyển truyện từ Trung. Hỏi mỗi người có bao nhiêu quyển truyện?,change_in
Anh nắm 64 cái bánh. Phụng nắm 55 cái bánh. Anh phân phát 31 cái bánh cho Phụng. Hỏi mỗi người có bao nhiêu cái bánh?,change_out
Hà có 4 cây viết. Phụng có 86 cây viết. Hỏi Hà và Phụng có tất cả bao nhiêu cây viết?,combine
Vũ cầm 53 viên bi. Vũ đặt xuống 5 viên bi. Hỏi Vũ còn bao nhiêu viên bi?,decrease
Bạn có 75 cái lắc tay. Long có 90 cái lắc tay. Bạn nhận 77 cái lắc tay từ Long. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_in
Hiếu cầm 90 cái vòng. Hiếu ném đi 1 cái vòng. Hỏi Hiếu còn bao nhiêu cái vòng?,decrease
Tuấn sở hữu 75 cái lắc tay. Trung sở hữu 29 cái lắc tay. Tuấn nhặt 97 cái lắc tay từ Trung. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_in
Quân cầm 32 cuốn sách hay. Quân tìm được 45 cuốn sách hay nữa. Hỏi Quân có bao nhiêu cuốn sách hay?,increase
Xuân nắm 97 hộp kẹo. Xuân mua thêm 65 hộp kẹo nữa. Hỏi Xuân có bao nhiêu hộp kẹo?,increase
Mẹ cầm 24 quả táo. Mẹ nhận thêm 39 quả táo nữa. Hỏi Mẹ có bao nhiêu quả táo?,increase
Nga giữ 37 trái bóng. Quân giữ 94 trái bóng. Hỏi Nga và Quân có cùng nhau bao nhiêu trái bóng?,combine
Thầy sở hữu 16 cây viết. Hà sở hữu 69 cây viết. Thầy bán 5 cây viết cho Hà. Hỏi mỗi người có bao nhiêu cây viết?,change_out
Trung giữ 10 cái xe đỏ. Trung bỏ ra 1 cái xe đỏ. Hỏi Trung còn bao nhiêu cái xe đỏ?,decrease
Bố giữ 69 cái kẹo. Bố ném đi 54 cái kẹo. Hỏi Bố còn bao nhiêu cái kẹo?,decrease
Vũ nắm 30 cái kẹo. Vũ nhặt được 46 cái kẹo nữa. Hỏi Vũ có bao nhiêu cái kẹo?,increase
Nga sở hữu 68 chiếc khăn phiêu. Nga mua thêm 34 chiếc khăn phiêu nữa. Hỏi Nga có bao nhiêu chiếc khăn phiêu?,increase
Quân có 45 quả cam. Tôi có 12 quả cam. Quân nhận 34 quả cam từ Tôi. Hỏi mỗi người có bao nhiêu quả cam?,change_in
Mẹ giữ 99 chiếc khăn phiêu. Thầy giữ 35 chiếc khăn phiêu. Mẹ nhận 22 chiếc khăn phiêu từ Thầy. Hỏi mỗi người có bao nhiêu chiếc khăn phiêu?,change_in
Trung nắm 18 cái khẩu trang. Phụng nắm 83 cái khẩu trang. Trung ném 5 cái khẩu trang cho Phụng. Hỏi mỗi người có bao nhiêu cái khẩu trang?,change_out
Thầy sở hữu 63 cái quần trắng. Bố sở hữu 62 cái quần trắng. Thầy tặng 26 cái quần trắng cho Bố. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_out
Anh giữ 83 cái vòng. An giữ 34 cái vòng. Anh giữ 47 cái vòng từ An. Hỏi mỗi người có bao nhiêu cái vòng?,change_in
Hiếu nắm 69 quả táo. Lan nắm 48 quả táo. Hỏi Hiếu và Lan có tất cả bao nhiêu quả táo?,combine
Trung cầm 7 cái khẩu trang. Mẹ cầm 41 cái khẩu trang. Hỏi Trung và Mẹ có tổng cộng bao nhiêu cái khẩu trang?,combine
Phụng sở hữu 5 cây thước. Xuân sở hữu 43 cây thước. Phụng nhặt 96 cây thước từ Xuân. Hỏi mỗi người có bao nhiêu cây thước?,change_in
Mẹ cầm 2 cái xe đỏ. Trung cầm 86 cái xe đỏ. Hỏi Mẹ và Trung có tổng cộng bao nhiêu cái xe đỏ?,combine
Hà giữ 68 quả cam. Con giữ 41 quả cam. Hà đưa 1 quả cam cho Con. Hỏi mỗi người có bao nhiêu quả cam?,change_out
Thầy nắm 61 cái vòng. Thầy mang thêm 19 cái vòng nữa. Hỏi Thầy có bao nhiêu cái vòng?,increase
Vy sở hữu 12 dây tai nghe. Vy bán đi 9 dây tai nghe. Hỏi Vy còn bao nhiêu dây tai nghe?,decrease
Bạn cầm 9 quyển sách. Vũ cầm 15 quyển sách. Bạn gửi 5 quyển sách cho Vũ. Hỏi mỗi người có bao nhiêu quyển sách?,change_out
Phụng nắm 73 trái bóng. Nga nắm 63 trái bóng. Phụng nhận 2 trái bóng từ Nga. Hỏi mỗi người có bao nhiêu trái bóng?,change_in
Thầy cầm 88 cái kẹo. Hiếu cầm 74 cái kẹo. Thầy phân phát 47 cái kẹo cho Hiếu. Hỏi mỗi người có bao nhiêu cái kẹo?,change_out
Hiếu nắm 62 cái xe đỏ. Xuân nắm 86 cái xe đỏ. Hiếu nhận 93 cái xe đỏ từ Xuân. Hỏi mỗi người có bao nhiêu cái xe đỏ?,change_in
Vy nắm 12 quả lê. Vy mang thêm 16 quả lê nữa. Hỏi Vy có bao nhiêu quả lê?,increase
Tuấn nắm 26 quả chuối. Bạn nắm 25 quả chuối. Tuấn tặng 13 quả chuối cho Bạn. Hỏi mỗi người có bao nhiêu quả chuối?,change_out
An cầm 97 cái lắc tay. Mẹ cầm 51 cái lắc tay. An ném 37 cái lắc tay cho Mẹ. Hỏi mỗi người có bao nhiêu cái lắc tay?,change_out
Trung cầm 33 quả bóng xanh. Thầy cầm 57 quả bóng xanh. Trung nhặt 56 quả bóng xanh từ Thầy. Hỏi mỗi người có bao nhiêu quả bóng xanh?,change_in
Vũ giữ 57 quả cam. Hà giữ 23 quả cam. Vũ đưa 4 quả cam cho Hà. Hỏi mỗi người có bao nhiêu quả cam?,change_out
Hiếu có 69 quả bóng xanh. Hiếu ăn mất 48 quả bóng xanh. Hỏi Hiếu còn bao nhiêu quả bóng xanh?,decrease
Con cầm 33 cây viết. Con tìm thấy 69 cây viết nữa. Hỏi Con có bao nhiêu cây viết?,increase
Vũ nắm 32 quả bóng xanh. Vũ có thêm 48 quả bóng xanh nữa. Hỏi Vũ có bao nhiêu quả bóng xanh?,increase
Tuấn cầm 100 cái quần trắng. Con cầm 49 cái quần trắng. Tuấn nhận 24 cái quần trắng từ Con. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Hiếu sở hữu 59 trái bóng. Lan sở hữu 14 trái bóng. Hỏi Hiếu và Lan có tổng cộng bao nhiêu trái bóng?,combine
Mẹ nắm 62 viên bi. Bạn nắm 53 viên bi. Mẹ tặng 47 viên bi cho Bạn. Hỏi mỗi người có bao nhiêu viên bi?,change_out
Vy cầm 53 quả táo. Vũ cầm 1 quả táo. Vy mượn 24 quả táo từ Vũ. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Anh giữ 72 dây tai nghe. Bố giữ 47 dây tai nghe. Anh lấy 93 dây tai nghe từ Bố. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_in
Chị nắm 32 cây gậy. Tuấn nắm 6 cây gậy. Chị tặng 4 cây gậy cho Tuấn. Hỏi mỗi người có bao nhiêu cây gậy?,change_out
Trung cầm 27 cái quần trắng. Bố cầm 25 cái quần trắng. Trung cầm 32 cái quần trắng từ Bố. Hỏi mỗi người có bao nhiêu cái quần trắng?,change_in
Hiếu sở hữu 44 cây thước. Hiếu nhặt được 58 cây thước nữa. Hỏi Hiếu có bao nhiêu cây thước?,increase
Tuấn cầm 83 cây viết. Tuấn bỏ ra 42 cây viết. Hỏi Tuấn còn bao nhiêu cây viết?,decrease
Thầy cầm 15 cây viết. Thầy mua thêm 42 cây viết nữa. Hỏi Thầy có bao nhiêu cây viết?,increase
Thầy cầm 50 cái gối ôm. Thầy tìm được 76 cái gối ôm nữa. Hỏi Thầy có bao nhiêu cái gối ôm?,increase
Quân cầm 90 cái bàn phím. Quân bán đi 24 cái bàn phím. Hỏi Quân còn bao nhiêu cái bàn phím?,decrease
Trung cầm 57 quả táo. Bố cầm 8 quả táo. Hỏi Trung và Bố có cùng nhau bao nhiêu quả táo?,combine
Con có 77 cây viết. Con bán đi 5 cây viết. Hỏi Con còn bao nhiêu cây viết?,decrease
Con sở hữu 65 quyển truyện. Bố sở hữu 41 quyển truyện. Con tặng 41 quyển truyện cho Bố. Hỏi mỗi người có bao nhiêu quyển truyện?,change_out
Vũ nắm 28 quả mận. Hà nắm 41 quả mận. Vũ phân phát 6 quả mận cho Hà. Hỏi mỗi người có bao nhiêu quả mận?,change_out
Hiếu sở hữu 83 dây tai nghe. Tôi sở hữu 47 dây tai nghe. Hiếu nhặt 30 dây tai nghe từ Tôi. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_in
Thầy sở hữu 53 trái bóng. Chị sở hữu 83 trái bóng. Thầy tặng 28 trái bóng cho Chị. Hỏi mỗi người có bao nhiêu trái bóng?,change_out
Mẹ cầm 23 quả táo. An cầm 44 quả táo. Mẹ mua 57 quả táo từ An. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Vy nắm 33 quả táo. Long nắm 31 quả táo. Vy nhận 65 quả táo từ Long. Hỏi mỗi người có bao nhiêu quả táo?,change_in
Nga nắm 82 dây tai nghe. Quân nắm 14 dây tai nghe. Nga cầm 6 dây tai nghe từ Quân. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_in
Chị cầm 27 quyển truyện. Chị nhận thêm 25 quyển truyện nữa. Hỏi Chị có bao nhiêu quyển truyện?,increase
Vũ cầm 21 cái bàn phím. Vũ mua thêm 29 cái bàn phím nữa. Hỏi Vũ có bao nhiêu cái bàn phím?,increase
Phụng giữ 4 quả bóng xanh. Phụng tìm được 23 quả bóng xanh nữa. Hỏi Phụng có bao nhiêu quả bóng xanh?,increase
Hiếu nắm 28 chiếc khăn phiêu. Hiếu nhặt được 98 chiếc khăn phiêu nữa. Hỏi Hiếu có bao nhiêu chiếc khăn phiêu?,increase
Long nắm 19 quả táo. Long tìm được 21 quả táo nữa. Hỏi Long có bao nhiêu quả táo?,increase
Lan cầm 86 cái vòng. Vũ cầm 11 cái vòng. Lan phân phát 4 cái vòng cho Vũ. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
Con giữ 89 quả cam. Con ném đi 82 quả cam. Hỏi Con còn bao nhiêu quả cam?,decrease
Hà giữ 9 viên bi. Hà tìm thấy 28 viên bi nữa. Hỏi Hà có bao nhiêu viên bi?,increase
Con có 76 cái xe đỏ. Con ăn mất 55 cái xe đỏ. Hỏi Con còn bao nhiêu cái xe đỏ?,decrease
Vy sở hữu 96 dây tai nghe. Chị sở hữu 69 dây tai nghe. Vy hiến 30 dây tai nghe cho Chị. Hỏi mỗi người có bao nhiêu dây tai nghe?,change_out
Hà cầm 10 hộp kẹo. Hà ném đi 8 hộp kẹo. Hỏi Hà còn bao nhiêu hộp kẹo?,decrease
Thầy nắm 21 cái vòng. Hiếu nắm 30 cái vòng. Thầy tặng 21 cái vòng cho Hiếu. Hỏi mỗi người có bao nhiêu cái vòng?,change_out
Tôi có 99 cây thước. Long có 27 cây thước. Tôi gửi 26 cây thước cho Long. Hỏi mỗi người có bao nhiêu cây thước?,change_out
Bố sở hữu 83 quả cam. Xuân sở hữu 83 quả cam. Hỏi Bố và Xuân có tất cả bao nhiêu quả cam?,combine
Con cầm 40 cái kẹo. Thầy cầm 28 cái kẹo. Hỏi Con và Thầy có tất cả bao nhiêu cái kẹo?,combine
Lan nắm 60 quả mận. Anh nắm 30 quả mận. Lan nhận 70 quả mận từ Anh. Hỏi mỗi người có bao nhiêu quả mận?,change_in
Long giữ 63 quả cam. Nga giữ 20 quả cam. Hỏi Long và Nga có tổng cộng bao nhiêu quả cam?,combine
Anh cầm 11 quả chuối. Anh tìm được 53 quả chuối nữa. Hỏi Anh có bao nhiêu quả chuối?,increase
Xuân giữ 4 cây viết. Xuân tìm thấy 3 cây viết nữa. Hỏi Xuân có bao nhiêu cây viết?,increase
Phụng cầm 44 cái gối ôm. Trung cầm 30 cái gối ôm. Phụng nhận 66 cái gối ôm từ Trung. Hỏi mỗi người có bao nhiêu cái gối ôm?,change_in
Con cầm 6 cuốn sách hay. Con tìm được 44 cuốn sách hay nữa. Hỏi Con có bao nhiêu cuốn sách hay?,increase
An cầm 68 cây gậy. An ăn mất 40 cây gậy. Hỏi An còn bao nhiêu cây gậy?,decrease
Vũ nắm 15 quả lê. Tôi nắm 52 quả lê. Vũ tặng 8 quả lê cho Tôi. Hỏi mỗi người có bao nhiêu quả lê?,change_out
